TotalCharges,Churn
-0.30939981532779315,No
-0.39433425669436745,No
0.48167682363804254,No
0.21806832871652818,Yes
0.09646537396121888,No
-0.4070840258541089,No
0.7646537396121884,No
-0.053724838411818965,No
0.031076638965835696,Yes
0.5503601108033241,No
-0.4024450600184672,Yes
-0.3889122807017544,Yes
-0.061835641735918705,No
0.1125835641735919,No
-0.03537580794090487,No
-0.06705078485687903,No
-0.39210341643582636,Yes
1.4857026777469988,No
-0.2463748845798707,Yes
1.3514385964912279,No
1.1498651892890122,No
0.10599445983379506,No
1.4830581717451525,No
-0.39479224376731303,No
-0.3994312096029547,Yes
0.15733333333333338,No
-0.09634718374884574,No
-0.24616805170821787,No
-0.2192354570637119,Yes
1.930363804247461,No
1.1280590951061866,No
-0.3793831948291782,No
-0.07229547553093259,No
0.12542197599261315,No
-0.2888494921514312,No
-0.11035272391505076,No
-0.3385780240073869,No
-0.18701385041551244,No
0.057580794090489384,Yes
-0.3729713758079409,No
0.7566463527239151,No
-0.34380794090489375,No
-0.010053554939981493,No
-0.33225484764542934,Yes
1.435117266851339,No
0.3704450600184672,Yes
-0.31795383194829174,No
0.6328421052631579,No
-0.3411782086795937,Yes
-0.06374145891043395,No
1.064517082179132,Yes
-0.21951615881809786,No
-0.18238965835641732,No
-0.07439335180055398,Yes
-0.264118190212373,Yes
0.047800554016620526,No
-0.04298430286241918,No
-0.40407017543859647,Yes
-0.39953462603878115,No
-0.21712280701754383,Yes
0.3119704524469068,No
-0.08445429362880881,Yes
-0.40559187442289935,Yes
-0.11039704524469064,No
-0.388646352723915,No
-0.3405872576177285,No
0.29004616805170824,No
0.5247276084949215,No
-0.2560221606648199,Yes
-0.006522622345336973,No
1.989089566020314,No
-0.06050600184672203,No
0.14897137580794095,No
-0.23935734072022158,No
1.5135069252077562,No
1.963191135734072,No
-0.40678855032317635,No
0.3792945521698985,No
-0.08426223453370267,No
1.7752243767313018,No
-0.10741274238227143,No
0.4613776546629732,No
0.38038781163434904,No
0.8219316712834718,No
-0.38931117266851334,Yes
0.15866297322253006,Yes
1.5532040627885504,No
-0.38795198522622343,Yes
-0.40545891043397964,No
-0.08074607571560476,No
-0.2533481071098799,No
0.17089566020313943,No
0.6027626962142197,No
0.514814404432133,No
0.7066962142197599,No
1.1603397968605724,No
-0.22836565096952904,No
-0.33362880886426594,Yes
0.12983933518005544,No
-0.40695106186518926,No
-0.35992613111726685,Yes
-0.3481071098799631,No
-0.03212557710064633,No
0.33928716528162517,No
-0.3966094182825484,Yes
0.39170452446906745,No
0.8006722068328717,No
1.2892114496768234,No
0.9898504155124654,No
-0.38792243767313017,Yes
0.0500609418282549,No
-0.20549584487534622,No
-0.37920590951061867,Yes
-0.32455771006463524,No
-0.027043397968605686,No
-0.08189843028624191,Yes
-0.3289012003693444,No
1.4634976915974145,No
1.9149252077562329,No
0.5289529085872576,No
1.3972077562326868,No
-0.19683841181902123,No
-0.33213665743305626,No
0.3351652816251155,No
-0.09549030470914126,Yes
-0.3985743305632502,Yes
0.8571671283471837,No
0.95204432132964,No
-0.36944044321329633,Yes
-0.40104155124653734,Yes
0.36515604801477386,No
-0.3558781163434903,No
0.7996823638042474,No
1.6578171745152352,No
1.298208679593721,No
-0.38911911357340717,Yes
-0.049883656509695236,No
-0.3738578024007386,Yes
-0.009802400738688814,Yes
1.0424007386888274,No
0.03623268698060942,No
1.0739870729455216,No
1.2200997229916897,No
-0.059752539242843926,No
0.18017359187442292,No
-0.08801477377654662,Yes
0.09912465373961223,No
0.03360295475530937,Yes
0.6065152354570638,No
-0.40559187442289935,Yes
0.22886795937211457,No
-0.39205909510618653,Yes
-0.29440443213296397,Yes
1.2490858725761773,Yes
-0.017041551246537383,No
-0.18482733148661123,No
-0.34060203139427514,No
-0.31751061865189284,No
-0.2656989843028624,No
-0.40541458910433975,No
0.6767202216066482,No
0.11301200369344418,Yes
0.11409048938134811,No
-0.13896952908587257,No
-0.39223638042474607,Yes
-0.2336989843028624,Yes
-0.284269621421976,Yes
0.09314127423822718,Yes
0.18429547553093265,No
0.160539242843952,No
-0.24514866112650044,No
-0.34781163434903045,No
-0.40693628808864263,No
1.1934182825484765,No
0.6027774699907664,No
0.4781606648199446,No
-0.3911726685133887,Yes
0.03318928901200371,No
-0.2958818097876269,Yes
-0.30753831948291777,No
0.8011892890120037,No
0.5153758079409049,No
-0.04975069252077562,No
0.26766389658356415,Yes
0.19410526315789478,No
0.6927054478301016,No
0.6751542012927054,No
-0.40723176361957525,No
0.14442105263157898,No
1.0334626038781165,No
-0.31198522622345337,No
-0.29013481071098796,Yes
1.2672723915050783,No
-0.012520775623268698,No
0.49083656509695295,Yes
0.24630101569713767,Yes
0.543342566943675,No
0.8724284395198524,Yes
0.8469879963065559,No
-0.39968236380424743,No
-0.288140350877193,No
0.8211929824561404,No
1.105263157894737,No
-0.15288642659279778,No
-0.3718337950138504,Yes
-0.1252299168975069,No
0.02144413665743307,No
-0.1944598337950138,No
-0.365067405355494,No
0.8939538319482918,No
-0.26185780240073864,Yes
-0.3668845798707294,Yes
1.1513130193905816,Yes
0.993499538319483,Yes
1.403796860572484,No
0.6406426592797785,No
1.5381052631578946,Yes
0.12783010156971375,No
1.426060941828255,No
0.9192760849492151,No
-0.02048384118190207,No
-0.1573333333333333,No
-0.3916158818097876,No
-0.3632206832871652,Yes
-0.027767313019390553,No
-0.11837488457987069,No
1.487253924284395,No
0.2603951985226224,No
-0.21158264081255768,No
-0.24321329639889194,No
-0.3030323176361957,Yes
-0.16469067405355492,Yes
-0.16294736842105262,Yes
-0.15024192059095104,No
1.6032280701754384,No
-0.17503231763619573,Yes
0.7739316712834718,No
-0.38817359187442285,No
0.7569122807017544,No
0.4376214219759927,No
-0.1334884579870729,No
-0.0072169898430286105,No
-0.2673831948291782,Yes
0.002518928901200396,No
-0.40726131117266845,No
1.6444321329639888,No
1.9883065558633424,No
-0.20896768236380422,No
-0.3592908587257617,Yes
-0.16743859649122805,No
1.2442253000923358,No
0.6646204986149585,No
0.669185595567867,No
-0.40542936288088643,No
0.3454182825484765,Yes
1.1556712834718375,No
0.0037746999076639235,No
0.5736879039704526,No
-0.3979538319482917,Yes
0.9853739612188367,No
-0.3860757156048015,Yes
1.084387811634349,No
-0.349466297322253,Yes
1.0274349030470913,Yes
0.2809898430286242,No
0.7875974145891044,No
-0.3999187442289935,No
0.3539132040627886,No
0.26949584487534634,No
-0.386533702677747,No
-0.30431763619575253,No
0.752583564173592,No
1.3498725761772854,No
0.6787737765466297,No
0.3329935364727608,Yes
0.1200295475530933,No
-0.2902677746999076,No
-0.22849861495844873,No
-0.3426851338873499,No
1.6576546629732225,Yes
0.7243065558633427,No
-0.28899722991689747,No
0.02106001846722071,No
1.3043841181902123,No
0.4325687903970452,No
-0.407039704524469,Yes
-0.40712834718374885,Yes
-0.3438670360110803,Yes
-0.09789843028624187,No
0.2220720221606649,No
0.9087423822714682,No
0.634555863342567,No
-0.05960480147737763,No
1.6137174515235455,No
-0.11014589104339793,No
0.1324986149584488,Yes
-0.3906703601108033,Yes
-0.37384302862419205,No
-0.26061680517082175,No
0.4234090489381348,No
-0.08479409048938132,No
-0.28016251154201294,No
0.4258024007386889,No
1.175674976915974,No
-0.1592243767313019,No
-0.0007165281625115286,No
0.7618024007386888,No
-0.06350507848568789,Yes
1.0007682363804247,No
-0.3776103416435826,No
-0.25959741458910435,Yes
-0.1471542012927054,No
-0.06313573407202215,No
-0.20016251154201292,No
2.0892262234533705,No
0.5211375807940904,No
-0.39665373961218836,No
0.14332779316712835,No
1.0852594644506002,No
1.3745595567867035,No
-0.06818836565096949,No
0.455084025854109,No
1.4770747922437675,Yes
-0.3923693444136657,Yes
-0.037591874422899324,No
-0.18849122807017543,No
1.8361071098799633,No
0.07247276084949218,No
0.04370821791320412,No
0.6455918744228994,No
0.24513388734995384,Yes
0.0060350877192982995,No
0.3241883656509696,No
0.4050600184672207,No
0.2871505078485689,No
-0.4016915974145891,No
-0.3907294552169898,No
-0.38310618651892886,No
0.0639926131117267,No
-0.2988956602031394,Yes
-0.21399076638965833,Yes
2.070522622345337,No
0.41433795013850416,No
1.519032317636196,No
1.533953831948292,No
-0.15641735918744226,No
-0.1959372114496768,Yes
-0.3152354570637119,No
-0.396668513388735,Yes
-0.24615327793167127,No
-0.024265927977839333,No
-0.39084764542936284,Yes
0.13710803324099727,Yes
0.39881071098799625,No
-0.24921144967682363,No
-0.27895106186518925,Yes
-0.11898060941828253,Yes
-0.34621606648199443,No
0.22087534626038785,Yes
0.0809972299168975,No
1.9520073868882735,No
-0.2119815327793167,Yes
1.3985964912280702,No
0.005178208679593748,No
1.4196048014773777,No
0.0,No
-0.3909510618651893,Yes
1.5364062788550321,No
-0.379191135734072,No
-0.37173037857802393,Yes
0.7402031394275161,No
-0.40689196675900274,No
-0.14592797783933514,Yes
0.11469621421975998,No
5.170821791325781e-05,No
-0.3741975992613112,Yes
-0.046987996306555826,Yes
0.7391542012927055,No
1.2641994459833794,No
0.9294699907663896,No
0.8655438596491228,No
1.2129492151431212,No
0.11373591874422904,Yes
-0.16123361034164357,No
-0.3634275161588181,Yes
-0.26433979686057246,Yes
-0.4070544783010157,No
0.12434349030470916,No
1.4486204986149582,No
-0.313994459833795,Yes
1.3353942751615884,No
0.42989473684210533,No
0.8079704524469067,Yes
0.04397414589104341,No
-0.3235087719298246,No
0.15715604801477379,Yes
-0.33448568790397043,No
1.652291782086796,No
0.013156048014773804,No
0.9797746999076639,No
0.10670360110803324,Yes
0.6153351800554017,Yes
0.9871320406278856,No
2.0688236380424745,No
1.1916158818097877,No
-0.20994275161588177,No
1.2731523545706374,No
-0.2679445983379501,No
-0.010999076638965809,No
-0.3613739612188365,No
1.7676306555863344,No
-0.38780424746075715,Yes
-0.1110175438596491,No
1.0730415512465374,No
0.1648531855955679,No
1.5798264081255773,No
1.0487091412742382,No
2.024310249307479,No
-0.23516158818097874,No
-0.4071431209602955,No
-0.16646352723915048,Yes
-0.23652077562326868,Yes
0.3692631578947368,No
0.5521034164358264,Yes
1.5798411819021236,No
1.1429067405355495,No
-0.3208494921514312,No
1.9411043397968604,No
2.016007386888273,No
-0.0721625115420129,No
-0.2608236380424746,No
0.35417913204062795,Yes
0.7122511542012927,No
-0.407039704524469,No
0.3872871652816251,No
-0.18834349030470912,No
-0.3983527239150508,No
1.3697728531855957,No
-0.38660757156048015,No
-0.26040997229916896,No
1.3190840258541088,No
-0.2811523545706371,No
1.0565983379501385,No
0.07971191135734075,No
1.1701643582640813,No
0.6293998153277932,Yes
-0.28805170821791315,No
-0.08693628808864264,No
0.400819944598338,No
-0.20689935364727605,No
1.2460129270544784,Yes
0.5339021237303786,No
0.9898947368421052,No
0.49776546629732227,No
-0.23625484764542934,No
0.5814736842105264,No
-0.401455216989843,No
-0.3439113573407202,Yes
-0.3906703601108033,Yes
-0.3106260387811634,Yes
-0.4073056325023084,No
-0.3946888273314866,No
-0.3875974145891043,Yes
0.5746925207756233,No
-0.3877746999076639,No
1.780129270544783,No
1.5573259464450602,No
1.9718781163434904,No
-0.0657950138504155,No
1.1929898430286243,No
0.3076269621421976,No
-0.3994459833795014,No
-0.20202400738688825,Yes
-0.1422197599261311,No
-0.34283287165281623,No
0.950566943674977,No
0.005015697137580834,No
-0.06706555863342564,No
-0.3988254847645429,No
1.0228698060941828,No
1.0358559556786704,No
0.6531560480147738,No
1.3877820867959372,No
0.49859279778393356,No
0.28344228993536474,No
2.04131486611265,No
1.5922954755309324,Yes
-0.3393610341643582,Yes
-0.2170046168051708,Yes
-0.011929824561403509,No
1.023194829178209,No
0.5970747922437672,No
-0.22635641735918743,No
-0.3578725761772853,No
1.6485392428439518,No
1.0304339796860573,No
-0.2584007386888273,No
-0.3057802400738689,No
1.2877783933518008,No
0.5785927977839336,No
-0.2926759002770083,No
-0.37226223453370266,Yes
0.29495106186518927,No
0.16860572483841182,No
1.602060941828255,No
1.9341754385964913,No
0.9306814404432133,Yes
0.9722400738688827,Yes
0.31807202216066477,No
1.5262566943674976,No
-0.3608273314866112,No
0.2478227146814404,No
1.6511689750692518,Yes
0.5059796860572484,No
1.038264081255771,No
1.2992576177285315,Yes
-0.16019944598337948,Yes
0.06580978762696219,No
0.3255623268698062,Yes
-0.38645983379501386,Yes
0.853843028624192,No
-0.29625115420129267,No
0.14838042474607577,Yes
-0.39941643582640807,Yes
0.604151431209603,No
-0.36520036934441363,Yes
0.09902123730378579,No
-0.3472354570637119,Yes
-0.39087719298245616,Yes
-0.2192945521698984,No
-0.2724949215143121,No
-0.3643730378578024,Yes
-0.15730378578024004,No
1.3991431209602956,No
0.6500535549399815,No
-0.4023120960295475,Yes
-0.20678116343490302,No
-0.38453924284395197,Yes
-0.28624930747922434,No
-0.40699538319482914,No
0.9046500461680517,No
-0.06792243767313019,No
-0.3425669436749769,No
-0.3700313942751615,Yes
0.016435826408125576,No
-0.3564690674053555,Yes
0.7805946445060019,No
-0.10578762696214215,No
-0.018134810710987995,No
-0.39074422899353645,Yes
-0.2671320406278855,No
0.34080886426592805,Yes
1.7281403508771929,No
-0.05718190212373034,No
-0.39452631578947367,Yes
-0.32025854108956603,No
0.7027516158818098,No
-0.3892816251154201,Yes
0.9510101569713759,No
-0.3551098799630655,No
0.8246500461680516,No
-0.39191135734072025,No
-0.3981754385964912,No
-0.03872945521698979,No
-0.38600184672206833,Yes
0.0667553093259465,No
0.8131412742382271,No
-0.4068771929824561,No
0.2798227146814405,No
-0.11358818097876268,No
-0.3329344413665743,Yes
-0.2897063711911357,No
-0.40681809787626955,No
1.4533628808864267,No
-0.36323545706371185,Yes
0.7743157894736843,No
1.0087903970452448,No
0.825034164358264,No
0.4287276084949215,No
0.3305558633425669,No
-0.4029916897506925,No
-0.3513277931671283,No
0.18256694367497692,Yes
0.6920997229916899,No
0.4628698060941829,No
0.25585964912280706,No
0.2406131117266852,No
-0.4071431209602955,Yes
0.08457248384118195,No
0.03590766389658359,No
-0.0689713758079409,No
0.09260941828254853,No
0.8415364727608495,No
0.8120923361034164,No
0.37431578947368427,No
-0.03544967682363802,No
1.2385817174515237,No
-0.40265189289012,No
-0.027043397968605686,No
-0.30025484764542937,Yes
-0.37110987996306555,Yes
0.5046943674976917,Yes
-0.3524801477377654,No
-0.2338910433979686,No
-0.30770083102493073,No
0.4020461680517083,Yes
1.0070323176361957,No
0.7517562326869806,Yes
-0.38551431209602954,No
0.14879409048938136,No
1.2803619575253926,No
0.3031357340720222,No
0.07563434903047095,No
0.5701421975992614,No
1.6806722068328714,No
0.5751800554016621,No
1.565983379501385,No
0.43802031394275165,No
-0.372409972299169,No
-0.11491782086795936,Yes
0.04554016620498615,No
-0.35318928901200364,No
1.9160923361034163,No
2.0089159741458906,No
-0.3529676823638042,No
-0.160258541089566,No
1.3058614958448753,No
0.07548661126500465,No
1.241787626962142,No
-0.260528162511542,No
0.0,No
-0.3566315789473684,No
0.13158264081255772,Yes
-0.04245244690674052,No
-0.39601846722068323,No
-0.037798707294552154,Yes
1.5264044321329637,No
-0.4067737765466297,No
0.150803324099723,Yes
-0.3512096029547553,Yes
0.9931892890120038,No
-0.030987996306555864,No
-0.3056177285318559,No
0.059915050784856906,No
-0.3314570637119113,No
0.4998337950138504,No
-0.06555863342566944,No
-0.342803324099723,No
0.013939058171745206,Yes
-0.407039704524469,Yes
-0.27872945521698983,Yes
0.4843656509695291,Yes
1.9702825484764541,No
-0.3855881809787627,No
-0.35836011080332403,Yes
1.4049344413665745,No
-0.38647460757156044,Yes
1.1101089566020315,No
-0.3477820867959372,No
0.033337026777470004,No
-0.3974958448753462,Yes
0.35205170821791315,No
1.0274644506001847,Yes
0.7641366574330564,No
0.17909510618651892,No
0.1285096952908588,No
1.03734810710988,No
0.6478965835641736,No
1.0712539242843953,No
-0.3696029547553093,No
0.27828624192059104,No
-0.32466112650046164,No
-0.3704746075715604,No
0.3401440443213297,No
-0.2629953831948292,No
-0.40701015697137577,No
1.3969861495844873,Yes
1.186016620498615,No
-0.10023268698060939,Yes
-0.14586888273314866,No
0.4763139427516159,No
-0.2682991689750692,Yes
1.2028734995383195,No
-0.10027700831024931,No
1.837421975992613,No
0.8024007386888274,Yes
-0.3923693444136657,Yes
1.3651486611265002,Yes
1.7293222530009231,Yes
-0.08547368421052627,No
-0.1355715604801477,No
-0.38510064635272384,No
0.20404801477377663,No
-0.360118190212373,Yes
1.258511542012927,No
0.27172668513388737,Yes
1.3559298245614035,No
1.5819390581717452,No
0.6409233610341644,No
1.0317488457987074,No
-0.3189289012003693,No
0.049189289012003735,No
0.009684210526315816,Yes
-0.2225300092336103,Yes
-0.3028698060941828,No
1.198426592797784,Yes
0.013333333333333334,No
1.2449048938134812,Yes
-0.12809602954755306,No
1.1301421975992614,No
0.5741311172668514,No
-0.326404432132964,Yes
1.2933185595567869,No
0.9129676823638043,No
-0.39980055401662046,Yes
0.43064819944598337,No
-0.1453518005540166,No
1.2149436749769162,Yes
1.8296805170821793,No
-0.34507848568790395,Yes
-0.29647276084949215,No
-0.3863564173591874,Yes
-0.32547368421052625,No
1.200140350877193,No
-0.2815069252077562,No
1.5910397045244689,No
1.5107590027700832,No
2.091678670360111,No
0.9054478301015698,No
-0.3946001846722068,No
-0.30872022160664814,No
0.008103416435826462,No
1.4821569713758078,Yes
1.451427516158818,No
-0.3979095106186519,Yes
1.329972299168975,No
0.9816509695290859,No
-0.27779870729455214,No
1.3074275161588182,No
0.01950877192982459,Yes
-0.32209048938134804,Yes
0.20892336103416445,Yes
-0.31861865189289007,Yes
0.2777396121883656,No
-0.3821015697137581,No
1.0894699907663896,Yes
-0.37709325946445055,No
1.660107109879963,No
1.241152354570637,No
-0.037931671283471836,No
0.4816029547553094,Yes
0.9564173591874424,No
-0.3792502308402585,No
0.0547442289935365,Yes
0.4962585410895661,No
0.7806537396121884,No
0.07910618651892894,No
-0.1046500461680517,Yes
-0.26394090489381344,No
-0.2659058171745152,Yes
1.8065891043397966,No
0.11361772853185598,No
-0.40699538319482914,No
-0.23278301015697137,No
0.4314312096029548,No
0.5466518928901202,No
1.4235641735918745,Yes
0.421207756232687,No
1.0697469990766388,Yes
0.3610046168051709,No
-0.40565096952908586,Yes
1.054145891043398,No
0.37886611265004616,No
2.0426445060018463,No
1.266046168051708,No
-0.08170637119113569,Yes
1.0393130193905817,No
-0.4047793167128347,No
-0.1400480147737765,Yes
0.06742012927054483,Yes
1.3802179132040626,No
1.1822345337026778,No
-0.14149584487534622,Yes
-0.34352723915050787,No
-0.048938134810710986,No
-0.36242289935364724,No
1.9462012927054475,No
-0.20944044321329638,Yes
-0.03225854108956601,No
1.9061200369344413,No
-0.3340277008310249,No
0.11861126500461686,No
-0.39118744228993535,Yes
0.07270914127423823,No
1.0075641735918743,No
0.2350581717451524,No
0.2487682363804248,No
0.03203693444136663,No
-0.33746999076638967,No
-0.06148107109879958,No
1.0012705447830101,No
0.12511172668513393,No
0.2974478301015698,No
-0.35233240997229914,Yes
-0.1315383194829178,Yes
1.6670655586334258,No
0.3370120036934442,No
-0.054552169898430286,No
0.37041551246537396,No
-0.027383194829178194,No
-0.30651892890120036,Yes
-0.2842548476454293,No
-0.32189843028624193,No
0.0,No
-0.2845355493998153,Yes
1.69054108956602,No
-0.3182345337026777,No
-0.255859649122807,No
-0.29998891966759,No
0.17832686980609422,No
1.040731301939058,No
1.2552760849492153,No
-0.3491560480147738,Yes
-0.38999076638965835,No
0.4429399815327794,No
0.5904561403508772,Yes
-0.18855032317636192,No
-0.3877599261311172,Yes
-0.25467774699907664,No
-0.04264450600184667,No
-0.1306962142197599,No
0.22607571560480147,No
-0.3997119113573407,Yes
0.1228808864265928,No
-0.34048384118190206,No
0.18654108956602033,No
0.391881809787627,No
-0.3477820867959372,No
-0.3048347183748846,No
-0.24983194829178204,No
0.7849972299168975,No
-0.39941643582640807,Yes
-0.16698060941828252,Yes
-0.3797377654662973,Yes
-0.3949990766389658,No
1.2269990766389658,No
-0.36127054478301013,Yes
-0.38616435826408124,Yes
0.9855955678670362,No
0.7834459833795013,No
-0.011161588180978722,Yes
0.9292336103416438,No
1.812646352723915,Yes
-0.39226592797783927,Yes
-0.15034533702677744,No
1.4732040627885503,Yes
0.15321144967682365,No
-0.2908882733148661,No
-0.1738947368421052,No
0.1444653739612189,No
-0.387331486611265,Yes
0.08325761772853188,No
0.37201108033241,Yes
-0.25308217913204056,No
-0.4070840258541089,No
-0.2541458910433979,No
-0.21235087719298243,No
0.920753462603878,No
0.007793167128347184,No
-0.2488125577100646,No
-0.34627516158818095,No
-0.3335992613111726,No
0.4491301939058172,Yes
0.3009787626962142,Yes
-0.28750507848568785,Yes
0.02795937211449677,No
-0.3737987072945521,No
-0.21763988919667587,Yes
0.14669621421975998,Yes
-0.3287386888273314,No
-0.18119298245614032,No
-0.2894995383194829,No
1.0692594644506002,No
0.06360849492151434,Yes
-0.37753647276084945,Yes
0.5339759926131118,Yes
-0.26955493998153274,No
-0.36539242843951986,No
0.8119002770083102,No
-0.16842843951985223,No
-0.39829362880886426,No
-0.12014773776546626,Yes
-0.20716528162511538,Yes
1.2374293628808861,No
0.060195752539242885,No
-0.36491966759002764,No
-0.27398707294552166,No
0.19753277931671287,No
0.00856140350877197,No
-0.29694552169898425,No
0.7280443213296398,No
0.34139981532779323,No
1.5574145891043398,No
-0.17080701754385963,Yes
0.9507737765466298,No
0.19889196675900278,Yes
-0.3320332409972299,Yes
0.6382936288088642,No
0.16535549399815327,No
-0.1972373037857802,Yes
0.005695290858725789,No
1.3375955678670357,No
0.08870914127423826,No
1.9065189289012003,No
-0.2210378578024007,No
0.9337100646352724,No
0.4773628808864267,Yes
-0.03881809787626962,Yes
-0.3064450600184672,No
-0.10370452446906737,No
0.2808273314866113,Yes
-0.2806204986149584,No
0.8310175438596491,No
0.7328310249307479,No
-0.3679187442289935,No
-0.243848568790397,No
-0.40711357340720217,Yes
-0.2572188365650969,Yes
-0.2496103416435826,No
0.5351578947368422,No
-0.35064819944598336,Yes
0.6823933518005539,Yes
-0.22950323176361956,No
-0.2910360110803324,Yes
-0.16706925207756232,Yes
-0.3580941828254848,Yes
0.16124838411819026,Yes
-0.263438596491228,No
1.9647276084949215,No
0.12345706371191137,No
-0.23180794090489376,No
-0.17797229916897506,No
0.22820313942751624,Yes
-0.1253924284395198,No
0.24014035087719296,No
1.0212446906740535,Yes
-0.10092705447830096,No
-0.3702086795937211,Yes
-0.38600184672206833,Yes
-0.02736842105263158,No
-0.2022456140350877,Yes
-0.40668513388734995,No
1.2360701754385968,No
0.02967313019390587,No
0.9248310249307479,Yes
0.9434164358264082,No
-0.3537654662973222,No
-0.23136472760849489,No
0.9358965835641735,No
0.0,No
-0.36234903047091405,Yes
-0.11378024007386886,No
-0.1350692520775623,Yes
-0.10334995383194825,Yes
0.40448384118190217,No
0.06647460757156053,Yes
-0.07922437673130193,No
1.265647276084949,No
0.2500978762696215,No
0.9235900277008311,No
1.7025964912280702,No
0.42621606648199445,No
-0.38911911357340717,No
-0.24151431209602953,No
0.23080332409972298,Yes
1.3713240997229919,No
-0.3362733148661126,No
-0.3171412742382271,No
-0.2895143120960295,No
-0.36323545706371185,Yes
1.252927054478301,No
-0.16489750692520774,No
-0.18566943674976913,No
1.4346888273314864,No
0.0721920590951062,No
0.08290304709141276,No
0.1953167128347184,No
0.30346075715604803,No
-0.298511542012927,Yes
1.4466408125577102,No
0.42612742382271473,Yes
0.5166168051708219,No
0.2373333333333333,No
-0.14273684210526313,No
0.9396934441366575,No
1.063719298245614,No
0.8117673130193906,No
0.028387811634349044,No
0.8219021237303787,No
-0.14889750692520776,Yes
0.0630914127423823,No
-0.23768790397045245,No
0.8531338873499539,Yes
-0.2520184672206833,Yes
0.04028070175438598,No
-0.25637673130193905,No
0.7292705447830101,No
-0.260528162511542,No
-0.13487719298245612,Yes
-0.07795383194829172,Yes
-0.39863342566943677,No
0.19872945521698993,No
2.0495586334256695,No
-0.0556158818097876,No
-0.00036195752539240156,No
-0.19918744228993532,No
-0.3453591874422899,No
-0.06965096952908585,No
-0.383859649122807,No
-0.18383748845798706,No
-0.09538688827331482,No
-0.40241551246537394,Yes
0.27397229916897503,No
-0.09599261311172669,No
-0.36254108956602027,No
-0.35474053554939977,Yes
-0.06932594644506002,Yes
0.08284395198522622,No
-0.4073499538319483,No
-0.3034755309325946,No
0.5948291782086796,No
-0.0764321329639889,No
1.1425373961218837,No
-0.11575992613111723,No
1.3411855955678673,No
1.2050747922437672,No
-0.34671837488457985,Yes
0.27437119113573416,No
-0.4036565096952909,Yes
1.0619464450600185,No
-0.10196121883656505,Yes
1.3100572483841182,No
-0.26199076638965835,No
-0.3290193905817174,No
-0.030160664819944543,No
-0.40711357340720217,No
0.476949215143121,No
1.9784081255771004,No
1.2447719298245612,Yes
0.5378171745152355,No
